,loss,accuracy,val_loss,val_accuracy
0,1.259509801864624,0.435082346200943,1.0798128843307495,0.5405819416046143
1,1.009529709815979,0.5721945762634277,0.9243007302284241,0.6447166800498962
2,0.8197655081748962,0.6560704708099365,0.7958637475967407,0.672281801700592
3,0.6845958828926086,0.7211796045303345,0.6898242235183716,0.7580398321151733
4,0.5797616243362427,0.7694370150566101,0.7518144249916077,0.7044410705566406
5,0.5213860273361206,0.7981616258621216,0.5696450471878052,0.7871363162994385
6,0.4244222044944763,0.8418230414390564,0.6363191604614258,0.768759548664093
7,0.3783051371574402,0.8613557815551758,0.5192283391952515,0.8070443868637085
8,0.28518223762512207,0.9023362994194031,0.48825544118881226,0.8284839391708374
9,0.26480165123939514,0.9069322347640991,0.5970991849899292,0.784073531627655
