,loss,accuracy,val_loss,val_accuracy
0,1.2608997821807861,0.44312524795532227,14943436800.0,0.20826952159404755
1,1.0164850950241089,0.5660666227340698,53189.5859375,0.18223583698272705
2,0.9132519364356995,0.6396017074584961,474.0690002441406,0.2771822214126587
3,0.7868529558181763,0.6966679692268372,12.353496551513672,0.2863706052303314
4,0.6844905018806458,0.7315204739570618,1.8043162822723389,0.405819296836853
5,0.6491219997406006,0.7548831701278687,1.3594517707824707,0.5696784257888794
6,0.5793769359588623,0.7648410797119141,1.8134384155273438,0.47932618856430054
7,0.6029976010322571,0.769819974899292,1.280604362487793,0.6064318418502808
8,0.5125174522399902,0.8019915819168091,0.7863432765007019,0.7228177785873413
9,0.4562113583087921,0.8196093440055847,0.7414808869361877,0.7366002798080444
